music,uid,score
7023,ootachi877,2
2248,ryushasw,10
9763,lightonelove,9
3640,aiko1122,5
903,ihave,3
280,moni8792,7
2478,Atora,10
1454,ヌイ,10
338,mikkaiti,8
6791,atjourney,9
912,ihave,5
869,ihave,6
535,ihave,4
154,ihave,4
589,ihave,6
1485,ihave,7
207,kobatatsu114514,9
2035,MGN,7
598,chunichi,5
257,takuyaarima,5
2820,noom,8
9105,ryomei,10
6129,d1123276026,10
550,H3O,6
569,ryuya,10
1284,H3O,6
257,mokmok,9
1370,laho123,8
9649,ortb_cc,8
569,shinden943,5
621,ihave,10
5766,utsusemi5963,10
2555,H3O,4
570,shinden943,4
102,H3O,7
3050,sirano,7
1664,fsagagd,7
3432,sirano,7
571,shinden943,4
299,ihave,7
317,ihave,4
573,shinden943,3
574,shinden943,5
758,aiko1122,3
2229,dov,9
624,selfeena,5
576,shinden943,4
577,shinden943,3
578,shinden943,3
995,ootachi877,2
5765,ubu,7
1822,aiko1122,7
974,ootachi877,1
989,ootachi877,1
1003,ootachi877,1
1004,ootachi877,1
7213,adatidaikazoku,7
2887,fsagagd,7
903,ootachi877,3
924,ootachi877,3
780,SK29,7
921,ootachi877,5
923,ootachi877,5
925,ootachi877,2
926,ootachi877,2
1020,ootachi877,2
1165,H3O,7
213,ihave,4
1792,ootachi877,1
1794,ootachi877,2
1795,ootachi877,3
1927,H3O,5
1801,ootachi877,2
1364,asterrusk,3
2019,jbt-,3
1961,aiko1122,5
3297,aiko1122,2
800,ootachi877,1
338,bird66,10
3479,hgordo,1
1518,ootachi877,1
1519,ootachi877,1
1520,ootachi877,1
2596,fsagagd,7
4414,SakurazakaShin,8
506,elad,8
129,cocogetchu,10
2917,aiko1122,4
3646,kinnoenzeru,10
1541,ahoudori,9
1987,76421,7
2275,76421,7
1506,shiratuyu51,10
584,76421,8
2229,76421,7
594,76421,7
4634,ihave,3
584,ihave,6
421,ihave,4
9070,H3O,3
2234,Stella,7
889,homura-o,10
3606,freestyle1994,6
546,Atora,10
997,dingqizheng007,9
2030,ihave,3
2126,ihave,3
512,elad,8
8500,katafeti,1
99,ihave,2
1837,ihave,6
2268,ihave,7
755,ihave,2
215,ihave,4
2128,ihave,3
1793,sts02083,7
829,76421,7
1299,ihave,3
1997,ihave,6
8659,snowman2929,9
1612,ihave,3
676,ihave,4
2281,ihave,2
2264,ihave,2
865,ihave,7
758,ihave,2
432,ihave,2
613,aiko1122,1
2240,fsagagd,6
871,ihave,3
1474,ihave,2
6204,ootachi877,3
1491,meiton,7
2303,ihave,5
2902,finalphoenix,3
1168,ihave,5
1591,aiko1122,4
1050,ViviAlhazerd,10
2586,76421,7
808,ihave,6
137,ihave,6
2190,ihave,6
3953,hgordo,3
828,Hiwa,5
2307,mizunon,7
1241,rm79,6
997,ihave,7
3208,elad,9
6382,SakurazakaShin,10
1522,ihave,3
2011,ihave,5
841,asterrusk,3
9375,inuikanchou,4
1495,ihave,2
679,ihave,2
630,ihave,2
503,agedashidouhu,3
9616,seityan,6
932,ihave,2
2290,ihave,2
629,ihave,2
2127,ihave,4
627,ihave,4
1580,ihave,4
161,aiko1122,3
178,ihave,2
1476,ihave,2
2820,ubu,7
9617,seityan,7
1541,ihave,5
534,ihave,3
532,Hiwa,10
1086,ihave,2
3397,76421,8
171,ihave,2
9502,seityan,7
537,ihave,2
2307,ihave,5
1811,ihave,5
2308,ihave,3
6396,k48010900,8
2379,poke,9
2462,ihave,7
1776,ihave,4
2619,akann0721,7
2621,akann0721,8
2617,akann0721,1
9699,yje,7
6727,nanaya0719,7
1587,ihave,5
578,saotomeTsukasa,8
170,aiko1122,1
7809,SAHARA,9
2925,H3O,6
2293,76421,8
2016,Alice_mai,7
615,tkdesgonhhrmg,8
8008,ootachi877,3
1289,ihave,3
433,ihave,3
430,ihave,2
2028,ihave,3
6903,ootachi877,3
2130,ihave,2
569,Atora,10
139,ihave,2
2192,ihave,3
6904,ootachi877,3
2263,ihave,2
701,yet0216,9
6500,yusuke1280,9
2456,ihave,4
1419,natuhoshi,10
1492,yamamori888,8
125,ihave,2
3427,gaushika,7
1690,Hiwa,3
1674,Hiwa,6
424,ihave,4
3119,nanananona,1
869,elad,9
1602,elad,9
1805,elad,10
574,elad,8
991,76421,8
2448,ihave,6
1779,ihave,5
405,inui.sana,4
2451,ihave,6
2452,ihave,7
871,bebe,7
2657,ihave,5
141,dewdrops,5
1288,Atora,10
589,Atora,10
2447,ihave,5
587,Atora,10
55,Atora,10
1822,Atora,10
513,Atora,10
514,Atora,10
405,Atora,10
2280,ihave,4
615,elad,8
2029,ihave,2
1085,ihave,2
654,ihave,3
2910,aiko1122,5
3641,makod,8
2226,ihave,6
616,elad,10
583,elad,9
1612,Atora,10
615,Atora,10
1411,Atora,10
206,Atora,10
584,Atora,10
2229,Atora,10
594,Atora,10
2375,Atora,10
1148,inui.sana,4
1878,H3O,3
168,zweb7777,7
60,はたらく貧困層,10
9812,lightonelove,10
1790,ortb_cc,7
655,ihave,5
1325,ihave,6
2133,ihave,4
7640,ootachi877,3
8018,ootachi877,5
1791,ortb_cc,7
8510,seityan,6
9618,seityan,5
9620,seityan,6
9622,seityan,6
9078,seityan,6
9082,seityan,7
9380,seityan,5
9619,seityan,5
9621,seityan,7
9458,matumiya,10
1997,H3O,5
3488,ootachi877,3
2586,sion14,8
9541,arearea,9
9105,aimlll,7
9541,aimlll,7
1148,keana_apart,9
994,kobatatsu114514,10
1003,kobatatsu114514,9
1510,ootachi877,9
9541,Hisui-Konohana,6
9105,nezumo,6
9105,sirano,10
9540,sirano,7
9541,sirano,7
7243,ninz51,7
9540,EOS,10
9541,EOS,10
2034,ukiyakan.master,3
9541,yuutuki,9
1305,lifefinish,3
1537,黄昏の統括者,5
2269,yje,7
2270,yje,8
9106,arearea,9
2674,黄昏の統括者,5
7471,MGN,8
8502,lifefinish,3
5544,atjourney,7
5545,atjourney,7
523,CIRA_KOU],9
569,sdwffzhsq,10
1210,ihave,2
2478,wolfdale,7
5761,aiko1122,5
3982,arkugia,9
1683,arkugia,10
7244,Dashi,5
9606,adatidaikazoku,10
100,黄昏の統括者,5
8518,utsusemi5963,7
101,ahoudori,9
818,ahoudori,9
9728,ErAisu48,5
9655,forneus,1
9694,hanyatti0410,10
9078,ahmotuvwxy,9
9502,ahmotuvwxy,9
1418,kenji3939,10
1424,kenji3939,10
1425,kenji3939,10
1426,kenji3939,10
1427,kenji3939,10
1428,kenji3939,10
1423,kenji3939,10
405,siru0087,10
9649,ブラック魔王,10
9693,ブラック魔王,10
9694,ブラック魔王,10
9692,ブラック魔王,10
247,hanamin,6
9081,ukiyakan.master,3
2478,ahonano,7
7325,ihave,4
711,ihave,5
2294,ootachi877,7
5759,naoyk1212,7
141,asports55.55,7
2285,asports55.55,9
9105,fst1246,3
569,ootachi877,9
573,ootachi877,9
9616,hyourou33,5
9617,hyourou33,8
9618,hyourou33,9
9620,hyourou33,7
9622,hyourou33,10
9502,hyourou33,8
9078,hyourou33,8
9082,hyourou33,5
9380,hyourou33,5
9619,hyourou33,7
9621,hyourou33,10
3666,3caiah,9
116,3caiah,8
9694,b3rkut,10
159,Ever10,6
2352,ootachi877,2
2353,ootachi877,1
257,zweb7777,6
7650,ryuya,4
459,sorayze,7
1609,H3O,7
8597,H3O,7
10004,Claire,7
2937,selfeena,5
702,Azer0,3
3561,winsvr2008r2,5
2281,ootachi877,1
9690,redtint,2
8277,ion@erogekakaku,2
2479,ootachi877,1
2480,ootachi877,2
4635,ihave,3
1997,ootachi877,4
7243,kochiya77,10
1537,ootachi877,4
5776,ひがしあずま,10
870,ANDoE,10
871,ANDoE,9
764,ANDoE,9
6386,Alice_mai,7
6385,Alice_mai,7
541,ootachi877,7
2342,ootachi877,5
195,fsagagd,7
2184,fsagagd,6
991,fsagagd,6
2039,fsagagd,7
1486,fsagagd,6
581,fsagagd,7
598,fsagagd,7
599,fsagagd,7
655,fsagagd,7
2048,fsagagd,6
1168,fsagagd,7
1323,fsagagd,5
1601,fsagagd,7
1669,fsagagd,7
1485,fsagagd,7
1517,fsagagd,7
134,fsagagd,7
870,fsagagd,7
1682,fsagagd,6
1671,fsagagd,7
1116,fsagagd,5
862,fsagagd,7
1019,fsagagd,7
1261,fsagagd,6
250,fsagagd,7
1855,fsagagd,7
772,fsagagd,7
1873,fsagagd,7
2381,fsagagd,5
889,fsagagd,5
783,fsagagd,7
207,siru0087,10
1564,fsagagd,7
255,fsagagd,5
2116,fsagagd,6
635,fsagagd,7
654,fsagagd,7
1454,fsagagd,6
912,fsagagd,7
377,fsagagd,7
1727,fsagagd,7
703,Forever01,6
704,Forever01,3
705,Forever01,5
2131,fsagagd,7
1618,fsagagd,6
1272,fsagagd,7
555,fsagagd,7
2421,fsagagd,6
983,fsagagd,7
784,fsagagd,7
596,fsagagd,5
804,fsagagd,7
191,fsagagd,7
780,fsagagd,7
1992,fsagagd,6
1203,fsagagd,7
141,fsagagd,7
628,fsagagd,7
766,fsagagd,7
514,fsagagd,6
471,Azer0,4
483,Azer0,5
89,fsagagd,7
1317,fsagagd,7
2285,fsagagd,7
522,fsagagd,7
2449,fsagagd,6
2276,fsagagd,6
411,fsagagd,5
2222,fsagagd,5
764,fsagagd,7
974,fsagagd,7
2445,fsagagd,7
962,fsagagd,5
1878,fsagagd,7
196,fsagagd,7
541,fsagagd,7
2248,fsagagd,7
1738,fsagagd,7
1078,fsagagd,7
561,fsagagd,7
147,fsagagd,6
527,fsagagd,7
2079,fsagagd,7
2142,fsagagd,7
1734,fsagagd,7
1589,fsagagd,7
532,fsagagd,7
2465,fsagagd,7
2087,fsagagd,7
2084,fsagagd,7
1023,fsagagd,7
2389,fsagagd,7
2088,fsagagd,9
2364,ahoudori,9
410,fsagagd,7
861,fsagagd,7
798,fsagagd,7
1606,fsagagd,7
1209,fsagagd,7
603,fsagagd,6
2201,fsagagd,6
2300,fsagagd,7
2043,fsagagd,7
169,fsagagd,7
872,fsagagd,7
1590,fsagagd,7
2214,fsagagd,6
878,fsagagd,5
876,fsagagd,6
2371,fsagagd,7
1658,fsagagd,7
2390,fsagagd,5
626,fsagagd,7
869,fsagagd,7
2293,fsagagd,7
251,fsagagd,7
1693,fsagagd,7
546,fsagagd,6
1288,Weather　report,8
1169,metamor,9
2851,aiko1122,7
2454,1031opapi,10
2201,selfeena,7
9782,hotoku963,10
2888,aiko1122,4
1892,ootachi877,9
1912,ootachi877,9
1209,1031opapi,9
6222,k48010900,10
1218,1031opapi,9
733,1031opapi,9
8008,Alhazard_,9
3354,ihave,2
3107,ihave,2
3300,ihave,2
3297,ihave,3
599,Sakurano,9
1225,kihane,10
1297,ihave,3
3302,ihave,3
1619,ihave,3
875,ihave,4
529,ihave,3
2330,ihave,4
1416,ihave,2
440,ihave,3
1817,ihave,3
930,ihave,2
2886,ihave,3
2830,ihave,4
3355,ihave,2
558,chochon,9
1220,normal_number,10
1743,aiko1122,3
2285,dewdrops,6
3050,ootachi877,3
4637,ihave,2
611,duo112,2
3021,katafeti,3
4019,aiko1122,4
2241,aiko1122,4
3208,76421,8
2121,Sek8483,2
973,ihave,4
3613,shishou9119,10
1433,ootachi877,2
579,ihave,3
113,ihave,5
9658,gaushika,9
1298,ihave,4
2843,BITEER,10
1225,normal_number,10
541,ihave,4
798,ihave,4
437,ihave,4
3397,fsagagd,7
973,fsagagd,7
3208,fsagagd,7
3209,fsagagd,7
3210,fsagagd,7
3050,fsagagd,6
544,fsagagd,7
2924,fsagagd,7
2089,yamamori888,8
165,lifefinish,3
2278,ihave,7
1506,aiko1122,2
1557,saotomeTsukasa,7
712,ihave,2
32,ihave,2
2533,ihave,2
5544,yukikaze0710,10
2538,ihave,4
5545,meinpawa,10
258,reto-ss,10
259,reto-ss,10
261,reto-ss,10
262,reto-ss,10
260,reto-ss,10
2030,Hiwa,9
535,Hiwa,4
829,Hiwa,3
1419,1031opapi,9
2631,1031opapi,8
1626,1031opapi,8
1546,1031opapi,8
827,Hiwa,5
1675,Hiwa,4
1221,1031opapi,8
994,76421,7
1688,Hiwa,7
1689,Hiwa,8
2574,Hiwa,4
2294,Hiwa,10
546,1031opapi,8
2514,Hiwa,8
2510,Hiwa,9
2513,Hiwa,7
2511,Hiwa,7
2293,Hiwa,10
878,Hiwa,9
875,Hiwa,7
870,Hiwa,10
871,Hiwa,5
1612,Hiwa,3
764,Hiwa,6
869,Hiwa,7
2269,Hiwa,9
2248,Hiwa,6
2267,Hiwa,4
1671,Hiwa,7
1664,Hiwa,8
1669,Hiwa,7
1658,Hiwa,7
615,Hiwa,8
616,Hiwa,9
1169,Hiwa,8
1209,Hiwa,4
1814,Hiwa,4
2332,Hiwa,10
598,Hiwa,5
1485,Hiwa,5
1813,Hiwa,3
1401,Hiwa,6
2355,Hiwa,7
249,Hiwa,7
251,Hiwa,4
564,Hiwa,4
938,Hiwa,3
755,Hiwa,4
580,omenko,1
872,Hiwa,4
873,Hiwa,5
2532,ootachi877,5
994,Hiwa,3
595,Hiwa,5
605,Hiwa,5
758,Hiwa,5
798,Hiwa,6
799,Hiwa,7
837,Hiwa,6
940,Hiwa,8
1077,76421,7
1209,76421,7
1488,asterrusk,3
1291,ihave,4
1814,ripe001,10
855,utsusemi5963,7
1933,ihave,6
1929,ihave,4
1938,ihave,4
1934,ihave,5
991,ihave,4
546,ihave,5
249,yamamori888,8
1680,ihave,4
861,ihave,4
977,76421,7
978,76421,7
980,76421,7
766,ihave,4
8510,live_love,9
1626,ihave,4
934,asterrusk,4
982,76421,7
2137,76421,7
2132,76421,7
995,76421,7
996,76421,7
614,76421,7
2289,76421,9
992,76421,7
5767,himajinnnoou,3
1813,aiko1122,3
3021,aiko1122,1
9502,live_love,10
63,hare1039,4
804,ihave,5
1019,ihave,4
9365,ryuya,4
615,Eririso,10
774,Erofish,9
2513,ihave,6
2541,ihave,2
835,kochiya77,10
1506,ihave,3
1931,ihave,4
2574,ihave,2
2540,ihave,2
2137,ihave,2
2380,ihave,2
9555,nanaya0719,8
2132,ihave,4
2285,kidos,5
1382,Atora,10
2512,ihave,3
538,1031opapi,9
2511,ihave,5
910,ihave,4
405,ihave,6
1602,ihave,7
866,ihave,2
2600,ahy,10
2595,ahy,10
5758,えろりん,9
7240,lightonelove,9
1000,chaosroad,7
2289,fsagagd,7
2383,fsagagd,7
1875,fsagagd,4
2398,fsagagd,7
2064,fsagagd,7
1231,fsagagd,5
2053,fsagagd,7
2213,fsagagd,7
1602,fsagagd,7
1309,ihave,6
6961,darepanda,7
772,ihave,5
587,fsagagd,7
1667,fsagagd,7
2122,fsagagd,5
166,fsagagd,6
1566,fsagagd,7
1673,fsagagd,6
2269,fsagagd,7
875,fsagagd,6
1094,fsagagd,7
2450,fsagagd,7
1569,fsagagd,5
1109,fsagagd,7
1003,fsagagd,7
1631,fsagagd,7
192,fsagagd,6
2186,fsagagd,7
1567,fsagagd,7
1021,fsagagd,7
1129,fsagagd,7
865,shinden943,8
7298,yusuke1280,9
2339,ihave,6
1923,347733897,9
358,ihave,4
2903,finalphoenix,4
2201,talkshowhost,6
2203,talkshowhost,2
2202,talkshowhost,2
2143,talkshowhost,5
1165,MARUKOME,10
1689,Atora,10
532,Atora,10
211,Atora,10
875,talkshowhost,3
2223,talkshowhost,4
165,Marlhawk,8
9083,ootachi877,3
2619,ihave,2
2081,aiko1122,6
2623,ihave,4
2625,ihave,3
2641,ihave,2
762,ihave,2
2648,ihave,4
2650,ihave,6
1488,ihave,4
2957,aiko1122,2
2669,ihave,4
1148,ihave,4
3427,FX6W-qK7,7
969,ihave,2
2136,ihave,2
9511,live_love,10
2031,ihave,2
410,ihave,4
2321,ihave,4
2610,ihave,2
1628,ihave,4
279,gizumo55,8
2655,ihave,3
1117,ihave,6
9077,seatou,7
1225,gizumo55,10
564,duo112,10
9659,gaushika,10
1727,pinopi,8
2646,ihave,4
2661,ihave,3
2662,ihave,3
1649,aiko1122,3
701,sanma1854,5
2665,ihave,2
2666,ihave,2
2658,ihave,4
2621,ihave,6
2668,ihave,2
1649,ihave,4
1814,ihave,4
2624,Atora,10
282,Atora,10
339,Atora,10
6850,himajinnnoou,2
2282,Atora,10
1556,Atora,10
2000,Atora,10
1933,Atora,10
1929,Atora,10
212,Atora,10
2631,Atora,10
113,Atora,10
1485,Atora,10
870,Atora,10
869,Atora,10
1610,Atora,10
1818,ihave,4
285,Atora,10
2672,ihave,3
2673,ihave,3
2324,ihave,2
5810,freestyle1994,7
280,ootachi877,2
279,kakiflyng,9
280,kakiflyng,7
527,kakiflyng,5
1602,windows10,10
1118,ihave,2
2670,ihave,5
9312,nanaya0719,9
2396,lifefinish,7
9105,ウイング,7
9540,ウイング,8
9541,ウイング,7
9541,nezumo,8
1161,keana_apart,9
1167,keana_apart,10
7543,kobatatsu114514,9
9018,ahoudori,9
2632,ihave,3
2323,ihave,6
5807,H3O,4
1511,lifefinish,7
3067,selfeena,5
9553,shimokoma,6
9554,shimokoma,9
2177,H3O,7
555,ma-ruretasu,7
9105,ViviAlhazerd,10
9541,ViviAlhazerd,10
9103,ViviAlhazerd,10
9540,nezumo,6
1166,keana_apart,9
3086,9wa263,4
857,zweb7777,2
4363,黄昏の統括者,3
2285,shinden943,10
5780,zimugata,10
2227,kabugiko,3
701,recitativo1223,10
703,recitativo1223,9
9606,yu_ru_,10
9658,t1kuba,9
9661,t1kuba,9
9659,t1kuba,9
9660,t1kuba,9
9662,t1kuba,9
857,winsvr2008r2,5
9662,gaushika,9
1292,nezumo,6
575,みりめーとる,8
565,laula_lonni,10
538,lifefinish,5
9375,SK29,10
837,moon54788,7
4642,ihave,2
9659,SIRIUS,10
4605,lifefinish,7
9649,erogame001,7
399,ootachi877,3
402,ootachi877,3
8594,aiko1122,5
8502,aiko1122,4
9105,guranrurui,9
1614,ootachi877,5
575,Ichijo@Landscape,5
1681,lifefinish,3
9105,wasabihyie,1
9540,wasabihyie,1
9541,wasabihyie,7
4641,kabugiko,5
405,sakura333,7
5645,selfeena,7
1145,syakon,7
3339,trockenenudeln,6
580,mikkaiti,9
587,ihave,6
1146,syakon,7
7356,黄昏の統括者,5
4636,ihave,2
2682,ootachi877,8
2594,ootachi877,8
2304,zackrivaldhi,10
2597,ootachi877,2
2598,ootachi877,6
2599,ootachi877,8
2595,ootachi877,5
2601,ootachi877,8
2375,dov,9
60,ootachi877,7
2293,dewdrops,10
1168,dewdrops,3
555,dewdrops,4
551,dewdrops,7
2594,ihave,4
2436,ihave,2
2576,ihave,2
2575,ihave,2
2577,ihave,3
2578,ihave,4
2579,ihave,3
2757,黄昏の統括者,7
1147,syakon,8
2757,fsagagd,6
857,takatu,7
2826,ihave,3
2828,ihave,2
2831,ihave,2
2834,ihave,2
530,mafuter,5
744,mafuter,4
1588,mafuter,3
801,mafuter,5
1814,mafuter,6
1591,mafuter,7
1221,noire_uni,5
555,rifanatominami,10
557,rifanatominami,7
556,rifanatominami,9
1939,aomisou,9
503,naspa,10
507,naspa,10
508,naspa,10
509,naspa,10
512,naspa,10
502,naspa,10
504,naspa,10
505,naspa,10
506,naspa,10
510,naspa,10
151,takanashi,9
963,takanashi,5
932,takanashi,5
168,takanashi,7
210,takanashi,7
1492,takanashi,7
843,takanashi,7
842,takanashi,5
852,takanashi,7
84,takanashi,7
9649,kena6039,10
399,fureiaqua,10
851,takanashi,7
85,takanashi,9
89,takanashi,5
835,takanashi,8
845,takanashi,8
681,takanashi,8
2053,takanashi,7
2059,takanashi,7
2060,takanashi,7
207,takanashi,5
595,takanashi,9
1603,takanashi,7
1419,takanashi,10
618,takanashi,9
608,takanashi,7
2297,takanashi,9
2511,takanashi,8
2513,takanashi,10
1688,takanashi,8
532,takanashi,7
2293,takanashi,9
2269,takanashi,8
2186,takanashi,7
2267,takanashi,5
2262,takanashi,8
870,takanashi,7
2254,takanashi,7
1288,takanashi,7
2248,takanashi,9
1610,takanashi,7
2339,takanashi,7
535,takanashi,5
869,takanashi,7
170,takanashi,7
1094,takanashi,9
994,takanashi,5
1019,takanashi,5
2816,takanashi,7
2478,takanashi,7
804,takanashi,7
2594,takanashi,5
2875,takanashi,7
2224,talkshowhost,5
1373,fsagagd,7
1883,ihave,5
1837,aiko1122,4
563,rifanatominami,8
562,rifanatominami,9
1364,ihave,4
2484,熊谷,10
2624,noire_uni,5
2624,fsagagd,7
2867,fsagagd,7
2577,fsagagd,7
744,fsagagd,7
2594,fsagagd,7
2631,fsagagd,7
1537,fsagagd,7
2143,fsagagd,7
569,grsifle,10
1077,kabugiko,1
3734,Atora,10
1813,dewdrops,3
2379,Stella,8
6732,zweb7777,4
2361,ihave,3
2931,ihave,2
2933,ihave,2
2363,ihave,4
1760,9wa263,9
5811,freestyle1994,8
338,ihave,7
2177,nash,7
2269,nash,7
1908,nash,6
912,nash,5
2917,nash,5
594,nash,5
519,nash,4
2248,nash,4
1790,nash,4
1822,nash,4
512,nash,3
338,nash,3
2651,nash,3
2657,nash,3
2594,nash,3
223,nash,3
1158,nash,3
1144,nash,3
2133,nash,3
417,nash,3
2023,nash,3
618,nash,3
358,nash,3
361,nash,3
2326,nash,2
1812,nash,2
552,nash,2
509,nash,2
2021,nash,2
506,nash,2
422,nash,2
1873,nash,2
1268,nash,2
869,nash,2
627,nash,2
228,nash,2
997,nash,2
1473,nash,2
2836,nash,2
584,nash,2
2835,nash,2
502,nash,2
2490,nash,2
204,nash,2
421,nash,2
207,nash,2
9065,H3O,7
2596,nash,2
2484,nash,2
2489,nash,2
1226,nash,2
2478,nash,2
1148,nash,1
2174,nash,1
2229,nash,1
553,nash,1
1299,nash,1
513,nash,1
2887,nash,1
113,nash,1
2164,nash,1
211,nash,1
405,MARUKOME,10
2174,fsagagd,7
338,fsagagd,7
2917,fsagagd,7
8589,SAHARA,5
532,ihave,3
841,ihave,6
1320,ihave,6
60,mafuter,5
61,mafuter,6
64,mafuter,1
62,mafuter,4
1697,黄昏の統括者,3
168,natuhoshi,9
684,natuhoshi,3
685,natuhoshi,10
3087,Sek8483,1
2913,4dsspos,8
766,Sek8483,4
1365,ihave,6
1760,miwa441,10
2917,Sek8483,5
570,Sek8483,5
3093,Sek8483,5
5765,bis10,8
2621,Sek8483,4
587,Sek8483,4
2539,Sek8483,4
1710,Sek8483,4
3077,Sek8483,3
865,Sek8483,3
1419,Sek8483,4
2177,Sek8483,3
1779,Sek8483,3
339,Azer0,9
1921,Sek8483,3
1933,Sek8483,3
578,Sek8483,3
1225,Sek8483,5
3125,ihave,3
784,zackrivaldhi,9
2913,fsagagd,7
3127,ihave,2
2286,Sek8483,2
99,Sek8483,2
1636,Sek8483,2
3130,ihave,2
2446,fsagagd,7
985,fsagagd,7
2082,fsagagd,7
997,fsagagd,7
2305,fsagagd,6
2303,fsagagd,6
1020,fsagagd,5
1070,fsagagd,5
2277,fsagagd,7
2074,fsagagd,7
2215,fsagagd,7
1686,fsagagd,5
569,fsagagd,6
572,fsagagd,7
616,fsagagd,7
2065,fsagagd,7
2086,fsagagd,7
994,fsagagd,7
2402,fsagagd,6
1565,fsagagd,6
3131,ihave,3
2600,fsagagd,6
1726,fsagagd,6
2085,fsagagd,7
1640,fsagagd,7
2056,fsagagd,7
1668,fsagagd,7
2886,fsagagd,7
2758,fsagagd,7
3135,ihave,3
1015,shishou9119,9
3102,Sek8483,3
1416,Sek8483,2
2537,Sek8483,3
212,Sek8483,6
2657,Sek8483,4
2444,ihave,6
2024,Sek8483,4
2171,Sek8483,3
250,ihave,5
2244,darepanda,10
3137,ihave,2
3095,fsagagd,7
1568,fsagagd,6
1969,fsagagd,5
1742,fsagagd,7
3139,ihave,4
3138,Sek8483,2
6849,himajinnnoou,5
3142,ihave,2
2700,Azer0,5
3140,ihave,3
4516,gaushika,9
3147,ihave,2
3148,Sek8483,2
555,Psycho,5
557,Psycho,4
556,Psycho,7
1097,Sek8483,2
3150,ihave,3
1757,Sek8483,2
2317,Sek8483,2
503,keana_apart,10
326,Sek8483,3
1363,ihave,6
3094,Sek8483,4
1726,rifanatominami,5
1992,Sek8483,2
3152,Sek8483,2
1368,misutsu940612,10
2555,Sek8483,2
561,chochon,9
3115,Sek8483,2
3120,Sek8483,3
3155,ihave,4
3089,Sek8483,4
3153,ihave,5
786,ootachi877,3
2809,ihave,3
551,ihave,4
1077,ihave,3
2902,ihave,3
1338,ihave,4
2251,darepanda,3
1670,saotomeTsukasa,7
3119,Sek8483,3
2248,monshi,7
2333,Sek8483,2
3144,ihave,3
787,ootachi877,3
1169,ihave,6
508,keana_apart,9
509,keana_apart,8
512,keana_apart,8
502,keana_apart,7
506,keana_apart,10
7265,keana_apart,8
2820,9wa263,4
9297,kabugiko,2
1609,reisen0615,10
9105,toyo2nd,10
1023,osakeban,6
9606,nekosan,7
9606,OCU,10
9630,OCU,10
54,aiko1122,2
624,saku_uta,6
2201,saku_uta,5
2203,saku_uta,5
2202,saku_uta,4
1285,みりめーとる,8
9541,tsukushin,10
1989,lifefinish,3
2586,SK29,10
3585,SK29,10
3588,SK29,10
4643,ihave,4
9606,lifefinish,5
5788,albinokko,9
1209,ootachi877,6
869,ootachi877,9
5547,aiko1122,4
7591,arkugia,10
368,consomme,3
402,consomme,4
8115,wasabihyie,8
1612,sakura333,6
3670,sakura333,6
3669,sakura333,7
2866,syakon,10
6022,syakon,10
1726,Sek8483,2
9693,kena6039,10
9375,lighthouse,4
210,nanaya0719,9
9388,torunerune,9
1209,grsifle,9
9586,kanonmelodis,9
9696,ihave,3
9552,ihave,5
3262,ootachi877,7
170,tsukioka,7
9649,kato_masa,10
9693,kato_masa,9
9694,kato_masa,10
9692,kato_masa,10
9649,novatitan,10
9693,novatitan,5
9694,novatitan,10
9692,novatitan,10
9103,fst1246,4
1557,Sek8483,2
2396,1000douFA,10
9694,erogame001,7
207,3caiah,8
120,3caiah,9
9649,b3rkut,10
9649,はたらく貧困層,9
9693,はたらく貧困層,9
9694,はたらく貧困層,9
9692,はたらく貧困層,7
